# Sherwood number,Power number,LCOW,Energy Consumption,Volumetric Recovery,Membrane area,cp_average,Pressure drop,Average K,Average f,Average Re,Average Sh,Average Pn,Inlet velocity,Outlet velocity,Sherwood number,Power number,Channel height,Spacer porosity,Length,Number of pressure vessels,Telescoping potential,Operating pressure,Outlet bulk concentration,Outlet interface concentration
5.539183e+01,2.682696e+06,7.864153e-01,4.534050e+00,5.000000e-01,4.905276e+04,1.123422e+00,-3.257494e+05,1.080505e-04,4.057812e+00,2.179676e+02,5.539183e+01,2.682696e+06,2.500000e-01,1.251539e-01,5.539183e+01,2.682696e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.429157e-01,9.554837e+06,6.983003e+01,7.656829e+01
5.539183e+01,3.727594e+06,7.955779e-01,4.606567e+00,5.000000e-01,4.905276e+04,1.123445e+00,-4.531715e+05,1.080510e-04,5.649450e+00,2.177874e+02,5.539183e+01,3.727594e+06,2.500000e-01,1.251539e-01,5.539183e+01,3.727594e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.552858e-01,9.648418e+06,6.982996e+01,7.650785e+01
5.539183e+01,5.179475e+06,8.083613e-01,4.707714e+00,5.000000e-01,4.905276e+04,1.123478e+00,-6.307367e+05,1.080517e-04,7.871636e+00,2.175372e+02,5.539183e+01,5.179475e+06,2.500000e-01,1.251539e-01,5.539183e+01,5.179475e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.051228e+00,9.779025e+06,6.982985e+01,7.642405e+01
5.539183e+01,7.196857e+06,8.262254e-01,4.849010e+00,5.000000e-01,4.905276e+04,1.123526e+00,-8.784637e+05,1.080529e-04,1.098026e+01,2.171902e+02,5.539183e+01,7.196857e+06,2.500000e-01,1.251539e-01,5.539183e+01,7.196857e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.464106e+00,9.961624e+06,6.982970e+01,7.630796e+01
5.539183e+01,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.860826e+01,1.000000e+05,7.550710e-01,4.301462e+00,5.000000e-01,4.905276e+04,1.098435e+00,-1.210745e+04,1.338297e-04,1.505437e-01,2.184072e+02,6.860826e+01,1.000000e+05,2.500000e-01,1.251539e-01,6.860826e+01,1.000000e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.017909e-02,9.209875e+06,6.983201e+01,7.534067e+01
6.860826e+01,1.389495e+05,7.554095e-01,4.304142e+00,5.000000e-01,4.905276e+04,1.098436e+00,-1.682402e+04,1.338297e-04,2.091952e-01,2.184003e+02,6.860826e+01,1.389495e+05,2.500000e-01,1.251539e-01,6.860826e+01,1.389495e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.804003e-02,9.213330e+06,6.983201e+01,7.533882e+01
6.860826e+01,1.930698e+05,7.558799e-01,4.307867e+00,5.000000e-01,4.905276e+04,1.098436e+00,-2.337837e+04,1.338298e-04,2.907058e-01,2.183906e+02,6.860826e+01,1.930698e+05,2.500000e-01,1.251539e-01,6.860826e+01,1.930698e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.896396e-02,9.218132e+06,6.983200e+01,7.533625e+01
6.860826e+01,2.682696e+05,7.565337e-01,4.313043e+00,5.000000e-01,4.905276e+04,1.098437e+00,-3.248700e+04,1.338298e-04,4.039921e-01,2.183773e+02,6.860826e+01,2.682696e+05,2.500000e-01,1.251539e-01,6.860826e+01,2.682696e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.414501e-02,9.224806e+06,6.983200e+01,7.533269e+01
6.860826e+01,3.727594e+05,7.574424e-01,4.320238e+00,5.000000e-01,4.905276e+04,1.098439e+00,-4.514607e+04,1.338299e-04,5.614570e-01,2.183587e+02,6.860826e+01,3.727594e+05,2.500000e-01,1.251539e-01,6.860826e+01,3.727594e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.524345e-02,9.234083e+06,6.983199e+01,7.532773e+01
6.860826e+01,5.179475e+05,7.587055e-01,4.330238e+00,5.000000e-01,4.905276e+04,1.098441e+00,-6.274093e+04,1.338300e-04,7.803578e-01,2.183328e+02,6.860826e+01,5.179475e+05,2.500000e-01,1.251539e-01,6.860826e+01,5.179475e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.045682e-01,9.246978e+06,6.983198e+01,7.532085e+01
6.860826e+01,7.196857e+05,7.604616e-01,4.344142e+00,5.000000e-01,4.905276e+04,1.098443e+00,-8.719885e+04,1.338301e-04,1.084721e+00,2.182969e+02,6.860826e+01,7.196857e+05,2.500000e-01,1.251539e-01,6.860826e+01,7.196857e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.453314e-01,9.264907e+06,6.983196e+01,7.531128e+01
6.860826e+01,1.000000e+06,7.629037e-01,4.363475e+00,5.000000e-01,4.905276e+04,1.098447e+00,-1.212023e+05,1.338303e-04,1.508023e+00,2.182471e+02,6.860826e+01,1.000000e+06,2.500000e-01,1.251539e-01,6.860826e+01,1.000000e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.020038e-01,9.289840e+06,6.983194e+01,7.529800e+01
6.860826e+01,1.389495e+06,7.663007e-01,4.390366e+00,5.000000e-01,4.905276e+04,1.098453e+00,-1.684871e+05,1.338305e-04,2.096956e+00,2.181778e+02,6.860826e+01,1.389495e+06,2.500000e-01,1.251539e-01,6.860826e+01,1.389495e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.808118e-01,9.324527e+06,6.983191e+01,7.527955e+01
6.860826e+01,1.930698e+06,7.710280e-01,4.427784e+00,5.000000e-01,4.905276e+04,1.098460e+00,-2.342612e+05,1.338308e-04,2.916745e+00,2.180816e+02,6.860826e+01,1.930698e+06,2.500000e-01,1.251539e-01,6.860826e+01,1.930698e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.904353e-01,9.372804e+06,6.983187e+01,7.525394e+01
6.860826e+01,2.682696e+06,7.776108e-01,4.479882e+00,5.000000e-01,4.905276e+04,1.098471e+00,-3.257937e+05,1.338313e-04,4.058697e+00,2.179481e+02,6.860826e+01,2.682696e+06,2.500000e-01,1.251539e-01,6.860826e+01,2.682696e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.429896e-01,9.440039e+06,6.983182e+01,7.521839e+01
6.860826e+01,3.727594e+06,7.867848e-01,4.552473e+00,5.000000e-01,4.905276e+04,1.098486e+00,-4.532492e+05,1.338320e-04,5.651017e+00,2.177626e+02,6.860826e+01,3.727594e+06,2.500000e-01,1.251539e-01,6.860826e+01,3.727594e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.554153e-01,9.533764e+06,6.983174e+01,7.516905e+01
6.860826e+01,5.179475e+06,7.995853e-01,4.653734e+00,5.000000e-01,4.905276e+04,1.098508e+00,-6.308762e+05,1.338329e-04,7.874477e+00,2.175052e+02,6.860826e+01,5.179475e+06,2.500000e-01,1.251539e-01,6.860826e+01,5.179475e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.051460e+00,9.664582e+06,6.983163e+01,7.510063e+01
6.860826e+01,7.196857e+06,8.174754e-01,4.795204e+00,5.000000e-01,4.905276e+04,1.098540e+00,-8.787197e+05,1.338344e-04,1.098554e+01,2.171482e+02,6.860826e+01,7.196857e+06,2.500000e-01,1.251539e-01,6.860826e+01,7.196857e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.464533e+00,9.847496e+06,6.983147e+01,7.500582e+01
6.860826e+01,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.497812e+01,1.000000e+05,7.481094e-01,4.258627e+00,5.000000e-01,4.905276e+04,1.078722e+00,-1.210782e+04,1.657614e-04,1.505506e-01,2.184033e+02,8.497812e+01,1.000000e+05,2.500000e-01,1.251539e-01,8.497812e+01,1.000000e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.017970e-02,9.119114e+06,6.983342e+01,7.424748e+01
8.497812e+01,1.389495e+05,7.484482e-01,4.261309e+00,5.000000e-01,4.905276e+04,1.078722e+00,-1.682455e+04,1.657614e-04,2.092052e-01,2.183962e+02,8.497812e+01,1.389495e+05,2.500000e-01,1.251539e-01,8.497812e+01,1.389495e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.804091e-02,9.122573e+06,6.983342e+01,7.424598e+01
8.497812e+01,1.930698e+05,7.489190e-01,4.265037e+00,5.000000e-01,4.905276e+04,1.078723e+00,-2.337915e+04,1.657615e-04,2.907203e-01,2.183863e+02,8.497812e+01,1.930698e+05,2.500000e-01,1.251539e-01,8.497812e+01,1.930698e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.896524e-02,9.127381e+06,6.983342e+01,7.424389e+01
8.497812e+01,2.682696e+05,7.495734e-01,4.270217e+00,5.000000e-01,4.905276e+04,1.078723e+00,-3.248814e+04,1.657615e-04,4.040137e-01,2.183726e+02,8.497812e+01,2.682696e+05,2.500000e-01,1.251539e-01,8.497812e+01,2.682696e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.414691e-02,9.134062e+06,6.983341e+01,7.424098e+01
8.497812e+01,3.727594e+05,7.504829e-01,4.277416e+00,5.000000e-01,4.905276e+04,1.078724e+00,-4.514778e+04,1.657616e-04,5.614894e-01,2.183536e+02,8.497812e+01,3.727594e+05,2.500000e-01,1.251539e-01,8.497812e+01,3.727594e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.524630e-02,9.143349e+06,6.983340e+01,7.423695e+01
8.497812e+01,5.179475e+05,7.517471e-01,4.287424e+00,5.000000e-01,4.905276e+04,1.078726e+00,-6.274355e+04,1.657617e-04,7.804079e-01,2.183272e+02,8.497812e+01,5.179475e+05,2.500000e-01,1.251539e-01,8.497812e+01,5.179475e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.045726e-01,9.156259e+06,6.983339e+01,7.423134e+01
8.497812e+01,7.196857e+05,7.535048e-01,4.301337e+00,5.000000e-01,4.905276e+04,1.078728e+00,-8.720297e+04,1.657619e-04,1.084800e+00,2.182905e+02,8.497812e+01,7.196857e+05,2.500000e-01,1.251539e-01,8.497812e+01,7.196857e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.453383e-01,9.174208e+06,6.983338e+01,7.422356e+01
8.497812e+01,1.000000e+06,7.559491e-01,4.320684e+00,5.000000e-01,4.905276e+04,1.078730e+00,-1.212089e+05,1.657621e-04,1.508152e+00,2.182395e+02,8.497812e+01,1.000000e+06,2.500000e-01,1.251539e-01,8.497812e+01,1.000000e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.020148e-01,9.199170e+06,6.983336e+01,7.421274e+01
8.497812e+01,1.389495e+06,7.593493e-01,4.347595e+00,5.000000e-01,4.905276e+04,1.078734e+00,-1.684981e+05,1.657624e-04,2.097171e+00,2.181687e+02,8.497812e+01,1.389495e+06,2.500000e-01,1.251539e-01,8.497812e+01,1.389495e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.808301e-01,9.233897e+06,6.983333e+01,7.419772e+01
8.497812e+01,1.930698e+06,7.640811e-01,4.385042e+00,5.000000e-01,4.905276e+04,1.078739e+00,-2.342799e+05,1.657628e-04,2.917115e+00,2.180703e+02,8.497812e+01,1.930698e+06,2.500000e-01,1.251539e-01,8.497812e+01,1.930698e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.904665e-01,9.282231e+06,6.983328e+01,7.417687e+01
8.497812e+01,2.682696e+06,7.706704e-01,4.437182e+00,5.000000e-01,4.905276e+04,1.078746e+00,-3.258265e+05,1.657634e-04,4.059351e+00,2.179337e+02,8.497812e+01,2.682696e+06,2.500000e-01,1.251539e-01,8.497812e+01,2.682696e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.430441e-01,9.349548e+06,6.983323e+01,7.414791e+01
8.497812e+01,3.727594e+06,7.798539e-01,4.509835e+00,5.000000e-01,4.905276e+04,1.078756e+00,-4.533078e+05,1.657643e-04,5.652197e+00,2.177440e+02,8.497812e+01,3.727594e+06,2.500000e-01,1.251539e-01,8.497812e+01,3.727594e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.555130e-01,9.443392e+06,6.983315e+01,7.410773e+01
8.497812e+01,5.179475e+06,7.926685e-01,4.611188e+00,5.000000e-01,4.905276e+04,1.078770e+00,-6.309833e+05,1.657655e-04,7.876658e+00,2.174807e+02,8.497812e+01,5.179475e+06,2.500000e-01,1.251539e-01,8.497812e+01,5.179475e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.051639e+00,9.574383e+06,6.983303e+01,7.405201e+01
8.497812e+01,7.196857e+06,8.105801e-01,4.752802e+00,5.000000e-01,4.905276e+04,1.078792e+00,-8.789191e+05,1.657673e-04,1.098965e+01,2.171155e+02,8.497812e+01,7.196857e+06,2.500000e-01,1.251539e-01,8.497812e+01,7.196857e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.464865e+00,9.757559e+06,6.983288e+01,7.397476e+01
8.497812e+01,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.052538e+02,1.000000e+05,7.425952e-01,4.224698e+00,5.000000e-01,4.905276e+04,1.063073e+00,-1.210804e+04,2.053120e-04,1.505546e-01,2.184011e+02,1.052538e+02,1.000000e+05,2.500000e-01,1.251539e-01,1.052538e+02,1.000000e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.018007e-02,9.047223e+06,6.983455e+01,7.337687e+01
1.052538e+02,1.389495e+05,7.429342e-01,4.227382e+00,5.000000e-01,4.905276e+04,1.063074e+00,-1.682487e+04,2.053120e-04,2.092110e-01,2.183938e+02,1.052538e+02,1.389495e+05,2.500000e-01,1.251539e-01,1.052538e+02,1.389495e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.804144e-02,9.050686e+06,6.983454e+01,7.337564e+01
1.052538e+02,1.930698e+05,7.434054e-01,4.231111e+00,5.000000e-01,4.905276e+04,1.063074e+00,-2.337962e+04,2.053120e-04,2.907289e-01,2.183838e+02,1.052538e+02,1.930698e+05,2.500000e-01,1.251539e-01,1.052538e+02,1.930698e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.896603e-02,9.055497e+06,6.983454e+01,7.337395e+01
1.052538e+02,2.682696e+05,7.440602e-01,4.236294e+00,5.000000e-01,4.905276e+04,1.063074e+00,-3.248885e+04,2.053121e-04,4.040267e-01,2.183699e+02,1.052538e+02,2.682696e+05,2.500000e-01,1.251539e-01,1.052538e+02,2.682696e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.414808e-02,9.062185e+06,6.983453e+01,7.337159e+01
1.052538e+02,3.727594e+05,7.449704e-01,4.243498e+00,5.000000e-01,4.905276e+04,1.063075e+00,-4.514886e+04,2.053122e-04,5.615097e-01,2.183505e+02,1.052538e+02,3.727594e+05,2.500000e-01,1.251539e-01,1.052538e+02,3.727594e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.524811e-02,9.071480e+06,6.983453e+01,7.336831e+01
1.052538e+02,5.179475e+05,7.462355e-01,4.253511e+00,5.000000e-01,4.905276e+04,1.063076e+00,-6.274525e+04,2.053124e-04,7.804401e-01,2.183236e+02,1.052538e+02,5.179475e+05,2.500000e-01,1.251539e-01,1.052538e+02,5.179475e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.045754e-01,9.084402e+06,6.983452e+01,7.336375e+01
1.052538e+02,7.196857e+05,7.479945e-01,4.267433e+00,5.000000e-01,4.905276e+04,1.063077e+00,-8.720572e+04,2.053126e-04,1.084853e+00,2.182862e+02,1.052538e+02,7.196857e+05,2.500000e-01,1.251539e-01,1.052538e+02,7.196857e+05,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.453429e-01,9.102368e+06,6.983450e+01,7.335742e+01
1.052538e+02,1.000000e+06,7.504406e-01,4.286791e+00,5.000000e-01,4.905276e+04,1.063079e+00,-1.212135e+05,2.053128e-04,1.508240e+00,2.182343e+02,1.052538e+02,1.000000e+06,2.500000e-01,1.251539e-01,1.052538e+02,1.000000e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.020225e-01,9.127353e+06,6.983448e+01,7.334863e+01
1.052538e+02,1.389495e+06,7.538434e-01,4.313718e+00,5.000000e-01,4.905276e+04,1.063081e+00,-1.685059e+05,2.053132e-04,2.097323e+00,2.181622e+02,1.052538e+02,1.389495e+06,2.500000e-01,1.251539e-01,1.052538e+02,1.389495e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,2.808431e-01,9.162113e+06,6.983445e+01,7.333643e+01
1.052538e+02,1.930698e+06,7.585790e-01,4.351189e+00,5.000000e-01,4.905276e+04,1.063085e+00,-2.342935e+05,2.053137e-04,2.917384e+00,2.180620e+02,1.052538e+02,1.930698e+06,2.500000e-01,1.251539e-01,1.052538e+02,1.930698e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,3.904892e-01,9.210494e+06,6.983441e+01,7.331947e+01
1.052538e+02,2.682696e+06,7.651735e-01,4.403363e+00,5.000000e-01,4.905276e+04,1.063089e+00,-3.258509e+05,2.053145e-04,4.059837e+00,2.179230e+02,1.052538e+02,2.682696e+06,2.500000e-01,1.251539e-01,1.052538e+02,2.682696e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,5.430848e-01,9.277879e+06,6.983435e+01,7.329594e+01
1.052538e+02,3.727594e+06,7.743649e-01,4.476066e+00,5.000000e-01,4.905276e+04,1.063096e+00,-4.533523e+05,2.053156e-04,5.653094e+00,2.177298e+02,1.052538e+02,3.727594e+06,2.500000e-01,1.251539e-01,1.052538e+02,3.727594e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,7.555872e-01,9.371820e+06,6.983427e+01,7.326327e+01
1.052538e+02,5.179475e+06,7.871911e-01,4.577496e+00,5.000000e-01,4.905276e+04,1.063106e+00,-6.310660e+05,2.053171e-04,7.878342e+00,2.174618e+02,1.052538e+02,5.179475e+06,2.500000e-01,1.251539e-01,1.052538e+02,5.179475e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.051777e+00,9.502955e+06,6.983415e+01,7.321796e+01
1.052538e+02,7.196857e+06,8.051202e-01,4.719228e+00,5.000000e-01,4.905276e+04,1.063120e+00,-8.790751e+05,2.053194e-04,1.099287e+01,2.170900e+02,1.052538e+02,7.196857e+06,2.500000e-01,1.251539e-01,1.052538e+02,7.196857e+06,7.112000e-04,8.500000e-01,6.000000e+00,2.000000e+02,1.465125e+00,9.686345e+06,6.983399e+01,7.315514e+01
1.052538e+02,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,1.000000e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,1.389495e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,1.930698e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,2.682696e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,3.727594e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,5.179475e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,7.196857e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,1.000000e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,1.389495e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,1.930698e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,2.682696e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,3.727594e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,5.179475e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,7.196857e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.303673e+02,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,1.000000e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,1.389495e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,1.930698e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,2.682696e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,3.727594e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,5.179475e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,7.196857e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,1.000000e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,1.389495e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,1.930698e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,2.682696e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,3.727594e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,5.179475e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,7.196857e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.614728e+02,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,1.000000e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,1.389495e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,1.930698e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,2.682696e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,3.727594e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,5.179475e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,7.196857e+05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,1.000000e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,1.389495e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,1.930698e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,2.682696e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,3.727594e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,5.179475e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,7.196857e+06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.000000e+02,1.000000e+07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
