Sherwood number,Power number,Membrane area list,cp (TDS) list,Pressure drop list,K (TDS) list,f list,Re list,Sh (TDS) list,Pn list,Telescoping potential list,Inlet velocity list,Outlet velocity list,Number of pressure vessels list
10.0,100000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.5847026273140923, 1.8715406893866855, 1.501735128178279]","[-4265.60091939075, -5522.604213767009, -4152.827114082368]","[1.629516559122542e-05, 1.6190718461341916e-05, 1.6115658876329165e-05]","[0.06711142065524375, 0.13036838584498986, 0.04906181141249181]","[282.21018570166297, 214.6327139954737, 263.93495415898565]","[10.0, 10.0, 10.0]","[100000.00000000003, 100000.00000000001, 100000.0]","[0.00710933486565125, 0.009204340356278349, 0.006921378523470614]","[0.2500000014139874, 0.1849696964165687, 0.2038768640392754]","[0.12331313094437912, 0.1019384320196377, 0.1500412961989246]","[180.0, 120.0, 60.0]"
10.0,138949.5494373139,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.5857401985474784, 1.8710091052339126, 1.5009100993822058]","[-5929.112142999336, -7676.9814850825005, -5770.975478771071]","[1.6295120350001834e-05, 1.6190640267721443e-05, 1.611563722072742e-05]","[0.09335494354523315, 0.18136314713024657, 0.06818907665531976]","[282.16323771379865, 214.54143441068604, 263.8778018625996]","[10.0, 10.0, 10.0]","[138949.54943731392, 138949.5494373139, 138949.5494373139]","[0.00988185357166556, 0.012794969141804169, 0.00961829246461845]","[0.2500000014139874, 0.1848936388509055, 0.20380395106200744]","[0.12326242590060367, 0.10190197553100372, 0.1500412960125589]","[180.0, 120.0, 60.0]"
10.0,193069.77288832495,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.5871839023728542, 1.8702701911240993, 1.4997636636906653]","[-8242.494940404185, -10673.60624506738, -8019.983444513138]","[1.6295057396775997e-05, 1.6190531468806968e-05, 1.6115607102345505e-05]","[0.12991744889848275, 0.2524230823618313, 0.09478305741762724]","[282.09795472961036, 214.41450967089185, 263.79833230270674]","[10.0, 10.0, 10.0]","[193069.77288832495, 193069.77288832504, 193069.77288832498]","[0.01373749156734031, 0.017789343741778964, 0.013366639074188563]","[0.2500000014139874, 0.18478787824877627, 0.20370256689004637]","[0.1231919188325175, 0.10185128344502319, 0.1500412957528878]","[180.0, 120.0, 60.0]"
10.0,268269.57952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.5891938014604285, 1.8692429301383555, 1.4981705765979445]","[-11460.689488065134, -14843.459987075033, -11146.127350538029]","[1.6294969747785837e-05, 1.619038000428606e-05, 1.6115565198788356e-05]","[0.1809095311925637, 0.35155424899657367, 0.13176768361108987]","[282.0071495442261, 214.2379699828952, 263.6878000341266]","[10.0, 10.0, 10.0]","[268269.5795279727, 268269.5795279727, 268269.5795279727]","[0.019101149146775222, 0.024739099978458388, 0.01857687891756338]","[0.2500000014139874, 0.18464077156506908, 0.2035615549275064]","[0.12309384771004604, 0.1017807774637532, 0.15004129539068795]","[180.0, 120.0, 60.0]"
10.0,372759.3720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.5919940673931725, 1.8678145017263665, 1.4959567568686425]","[-15939.645201106978, -20649.199734859594, -15492.132258293814]","[1.6294847619055385e-05, 1.619016898504667e-05, 1.6115506869065855e-05]","[0.25212941910394365, 0.49006177619217867, 0.18322051308668819]","[281.8807925414021, 213.99232353496592, 263.5340036622128]","[10.0, 10.0, 10.0]","[372759.37203149375, 372759.3720314939, 372759.3720314938]","[0.026566075335178293, 0.03441533289143266, 0.02582022043048969]","[0.2500000014139874, 0.184436071501073, 0.20336535015883775]","[0.12295738100071534, 0.10168267507941887, 0.15004129488471973]","[180.0, 120.0, 60.0]"
10.0,517947.46792312124,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.595899626726193, 1.8658276580039537, 1.492880213048028]","[-22177.288528907797, -28739.069697270566, -21535.234912474894]","[1.629467725959025e-05, 1.6189874687816477e-05, 1.6115425616879218e-05]","[0.35180347375981863, 0.6840085596913037, 0.2548361167325114]","[281.704863867971, 213.6503293418908, 263.319892996009]","[10.0, 10.0, 10.0]","[517947.4679231213, 517947.4679231212, 517947.4679231212]","[0.03696214754817966, 0.04789844949545095, 0.035892058187458165]","[0.2500000014139874, 0.18415106759318106, 0.2030922027335471]","[0.12276737839545404, 0.10154610136677356, 0.15004129417644504]","[180.0, 120.0, 60.0]"
10.0,719685.6730011514,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.6013548021701034, 1.8630629535839378, 1.4886044909911305]","[-30872.016150528154, -40024.35076414502, -29940.547643202]","[1.6294439256473375e-05, 1.6189463648835413e-05, 1.611531232284271e-05]","[0.4916970250623082, 0.9564133386449076, 0.35458355367562766]","[281.45971948261877, 213.17382966291828, 263.0215891903432]","[10.0, 10.0, 10.0]","[719685.6730011513, 719685.6730011513, 719685.6730011511]","[0.05145336025088026, 0.06670725127357503, 0.049900912738670006]","[0.2500000014139874, 0.18375394044949947, 0.20271165313413128]","[0.12250262696633296, 0.10135582656706564, 0.15004129318210246]","[180.0, 120.0, 60.0]"
10.0,1000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.6089902245785503, 1.8592135939378456, 1.482661679984342]","[-43007.09768242472, -55792.04840825038, -41636.14866179637]","[1.6294106032786375e-05, 1.618888838719677e-05, 1.611515413430656e-05]","[0.6888240166549401, 1.3406523850466365, 0.4936471105859368]","[281.11774338257914, 212.5092045158438, 262.6055461469088]","[10.0, 10.0, 10.0]","[1000000.0, 999999.9999999998, 1000000.0000000002]","[0.07167849613737452, 0.09298674734708398, 0.06939358110299396]","[0.2500000014139874, 0.18319996110544137, 0.20218091264724275]","[0.12213330740362756, 0.10109045632362137, 0.15004129178052306]","[180.0, 120.0, 60.0]"
10.0,1389495.494373136,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.619708404748386, 1.853849552356217, 1.4744008103214035]","[-59974.263417571645, -77871.736853185, -57919.30122747966]","[1.629363807362141e-05, 1.6188080983312577e-05, 1.6114932836769074e-05]","[0.9681658922150165, 1.88590466442654, 0.6877884792030684]","[280.6399303801559, 211.5807684017327, 262.0244325992671]","[10.0, 10.0, 10.0]","[1389495.4943731362, 1389495.4943731357, 1389495.4943731362]","[0.09995710569595273, 0.12978622808864165, 0.09653216871246609]","[0.2500000014139874, 0.1824259613777511, 0.2014396132120837]","[0.1216173075851674, 0.10071980660604185, 0.15004128979383008]","[180.0, 120.0, 60.0]"
10.0,1930697.7288832497,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.6348159481296687, 1.8463657738599832, 1.4629157458923931]","[-83758.38923159163, -108888.54384638448, -80607.85607414052]","[1.6292978069798708e-05, 1.6186943177960626e-05, 1.6114622418610205e-05]","[1.3671774795312504, 2.666242389831938, 0.9593529160891876]","[279.97082304201047, 210.28101512798997, 261.2110623415956]","[10.0, 10.0, 10.0]","[1930697.7288832497, 1930697.7288832502, 1930697.7288832497]","[0.13959731538598605, 0.18148090641064077, 0.13434642679023423]","[0.2500000014139874, 0.1813421464233697, 0.20040206951363182]","[0.12089476428224648, 0.10020103475681591, 0.15004128695570781]","[180.0, 120.0, 60.0]"
10.0,2682695.7952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.656235206731081, 1.8359060870032025, 1.4469441534147376]","[-117221.38831092068, -152659.38794975975, -112258.489793417]","[1.6292041487959944e-05, 1.618533057481054e-05, 1.6114185337159663e-05]","[1.9436467299425324, 3.7966120795982743, 1.3402964342380614]","[279.03082428529115, 208.45587220254842, 260.06925357527354]","[10.0, 10.0, 10.0]","[2682695.7952797273, 2682695.7952797273, 2682695.7952797273]","[0.19536898051820112, 0.25443231324959964, 0.1870974829890283]","[0.2500000014139874, 0.17981967720972264, 0.1989456262801251]","[0.11987978480648176, 0.09947281314006255, 0.15004128285688823]","[180.0, 120.0, 60.0]"
10.0,3727593.720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.686858926540623, 1.8212484118809256, 1.4247253713322383]","[-164556.0602536282, -214841.4305042145, -156486.60010603923]","[1.629070064409182e-05, 1.6183026310372752e-05, 1.611356660631902e-05]","[2.7902997155622296, 5.462757822907667, 1.87691578124931]","[277.7041266469136, 205.88170822993357, 258.4596657648811]","[10.0, 10.0, 10.0]","[3727593.7203149386, 3727593.7203149376, 3727593.7203149404]","[0.2742601004227137, 0.3580690508403575, 0.26081100017673203]","[0.2500000014139874, 0.1776712087730056, 0.19689259826534927]","[0.11844747251533708, 0.09844629913267464, 0.15004127684646434]","[180.0, 120.0, 60.0]"
10.0,5179474.6792312125,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.7311802614655525, 1.800624323799062, 1.3937992833351993]","[-232052.3717552845, -304058.0170566144, -218447.3317038504]","[1.6288756108021758e-05, 1.6179694693370312e-05, 1.6112684051265455e-05]","[4.064157451076708, 7.981758800112786, 2.637618874479684]","[275.81886744048154, 202.22794944892905, 256.1770230649081]","[10.0, 10.0, 10.0]","[5179474.679231212, 5179474.679231215, 5179474.6792312125]","[0.3867539529254741, 0.506763361761024, 0.36407888617308404]","[0.2500000014139874, 0.17461899535324796, 0.19398120172563496]","[0.11641266356883194, 0.09699060086281748, 0.15004126784174554]","[180.0, 120.0, 60.0]"
10.0,7196856.730011513,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.796498802909337, 1.771416866352783, 1.3507199025826675]","[-329493.9448838339, -434016.06865357567, -305588.04382343264]","[1.6285881177280154e-05, 1.617479382623404e-05, 1.6111411470177692e-05]","[6.051724446192917, 11.936954430979537, 3.726636854433086]","[273.11239913143334, 196.99283450475872, 252.9117449665645]","[10.0, 10.0, 10.0]","[7196856.730011514, 7196856.730011515, 7196856.730011512]","[0.5491565748063898, 0.7233601144226262, 0.5093134063723879]","[0.2500000014139874, 0.17023937691770574, 0.18981646817216333]","[0.11349291794513715, 0.09490823408608166, 0.15004125393309792]","[180.0, 120.0, 60.0]"
10.0,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.895460844473611, 1.7296031643910288, 1.290651494330696]","[-472992.43289113283, -627940.2244454446, -428899.65316053183]","[1.628150267397994e-05, 1.6167396936544912e-05, 1.6109548266946604e-05]","[9.333987394103305, 18.51869487235068, 5.310756087229747]","[269.1652609057502, 189.38506266884337, 248.18209165649932]","[10.0, 10.0, 10.0]","[10000000.0, 10000000.0, 10000000.0]","[0.7883207214852214, 1.0465670407424077, 0.7148327552675532]","[0.2500000014139874, 0.1638582637692371, 0.1837828202336582]","[0.10923884251282472, 0.0918914101168291, 0.15004123148232773]","[180.0, 120.0, 60.0]"
12.385989684455543,100000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.1633478510481092, 1.6542093555561692, 1.3732545647516847]","[-4289.485131225185, -5579.4332055378745, -4165.694309331688]","[2.018222047969363e-05, 2.0051369826730304e-05, 1.995987300947398e-05]","[0.06836738570891433, 0.13414318071231152, 0.04941475578513481]","[281.519741312159, 212.76467531121682, 262.4693522269562]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[100000.0, 100000.00000000001, 100000.0]","[0.007149141885375308, 0.009299055342563124, 0.006942823848886147]","[0.2500000014139874, 0.1836405727481784, 0.20206162900098734]","[0.12242704849878559, 0.10103081450049367, 0.15004139834033442]","[180.0, 120.0, 60.0]"
12.385989684455543,138949.5494373139,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.1641865546333308, 1.6537416780322847, 1.3725297841981066]","[-5962.761305566818, -7756.680435375054, -5788.9789274931845]","[2.0182152079960944e-05, 2.0051252410290858e-05, 1.9959841169753833e-05]","[0.09512500978393662, 0.1866601957621605, 0.06868321006105052]","[281.4630839046798, 212.6550398655217, 262.40161526970167]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[138949.54943731392, 138949.54943731386, 138949.54943731386]","[0.00993793550927803, 0.01292780072562509, 0.00964829821248864]","[0.2500000014139874, 0.18354875928245398, 0.20197495833997228]","[0.12236583952163597, 0.10098747916998614, 0.1500413981390053]","[180.0, 120.0, 60.0]"
12.385989684455543,193069.77288832495,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.1653537636957765, 1.6530913838017338, 1.371522558596578]","[-8290.146068693753, -10785.77225541681, -8045.240116008679]","[2.018205686691023e-05, 2.0051088998786322e-05, 1.9959796884320036e-05]","[0.13242531576821504, 0.25988419961233267, 0.09547685596668906]","[281.38428178342025, 212.5025697093471, 262.3074230498266]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[193069.77288832492, 193069.77288832492, 193069.77288832495]","[0.01381691011448959, 0.01797628709236135, 0.013408733526681134]","[0.2500000014139874, 0.18342106499809552, 0.20185443677317805]","[0.12228070999873034, 0.10092721838658902, 0.15004139785845577]","[180.0, 120.0, 60.0]"
12.385989684455543,268269.57952797273,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.166979149438877, 1.652186914541503, 1.370122739898207]","[-11528.639370326271, -15002.078246411606, -11181.68798730657]","[2.0181924235541563e-05, 2.0050861431940658e-05, 1.9959735264228872e-05]","[0.1844883337803161, 0.3621176312045066, 0.1327456800259953]","[281.2746376402889, 212.2904571977154, 262.1764040344619]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[268269.57952797273, 268269.57952797273, 268269.5795279727]","[0.019214398950543783, 0.02500346374401934, 0.01863614664551095]","[0.2500000014139874, 0.18324340221511304, 0.20168679250676622]","[0.12216226814340869, 0.10084339625338311, 0.1500413974670754]","[180.0, 120.0, 60.0]"
12.385989684455543,372759.3720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.169244511627432, 1.6509284345523028, 1.3681771490111194]","[-16037.443876731451, -20874.972144346437, -15542.448208822738]","[2.0181739297860353e-05, 2.0050544244909657e-05, 1.9959649477489784e-05]","[0.25728592342586876, 0.5051221359178671, 0.18460656387076646]","[281.12199876956356, 211.9952318838298, 261.9940838640573]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[372759.3720314939, 372759.3720314937, 372759.3720314938]","[0.026729073127885753, 0.034791620240577394, 0.0259040803480379]","[0.2500000014139874, 0.18299609052232735, 0.20145350278674504]","[0.12199739368155156, 0.10072675139337252, 0.15004139692022872]","[180.0, 120.0, 60.0]"
12.385989684455543,517947.46792312124,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.1724056291626144, 1.6491764296819267, 1.3654726931121748]","[-22319.77915597439, -29063.25197811136, -21606.90530765071]","[2.0181481068996398e-05, 2.0050101603167966e-05, 1.9959529955615514e-05]","[0.35932876106483447, 0.7056838549416928, 0.25681485082959776]","[280.90934672949277, 211.5840551793828, 261.7402276875835]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[517947.46792312124, 517947.4679231212, 517947.4679231212]","[0.03719963192662398, 0.048438753296852266, 0.03601150884608451]","[0.2500000014139874, 0.18265157813173793, 0.20112867154185796]","[0.12176771875449197, 0.10056433577092898, 0.1500413961545]","[180.0, 120.0, 60.0]"
12.385989684455543,719685.6730011514,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.176824124750797, 1.6467354887621315, 1.3617127894471086]","[-31082.9365854596, -40495.289007594125, -30043.5521668069]","[2.0181119804597336e-05, 2.0049482830488756e-05, 1.9959363256162505e-05]","[0.5028642686679804, 0.9880054094444535, 0.35743618882661676]","[280.6127753619682, 211.010855348106, 261.38647989964664]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[719685.6730011514, 719685.6730011515, 719685.6730011514]","[0.05180489430909934, 0.06749214834599021, 0.050072586944678164]","[0.2500000014139874, 0.18217117895279003, 0.20067600665539437]","[0.12144745263519334, 0.10033800332769718, 0.15004139507902756]","[180.0, 120.0, 60.0]"
12.385989684455543,1000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.1830147554861696, 1.6433310115753916, 1.35648437221561]","[-43325.651532689946, -56486.70950993854, -41785.94818605546]","[2.018061301483691e-05, 2.0048615769277428e-05, 1.99591304132579e-05]","[0.7057552829946219, 1.3874738732301526, 0.4978133694777892]","[280.19855689126143, 210.2107466726004, 260.89297214096956]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[1000000.0000000002, 1000000.0000000002, 1000000.0]","[0.0722094192211499, 0.09414451584989758, 0.06964324697675911]","[0.2500000014139874, 0.18150034601863463, 0.20004447423075888]","[0.12100023067908974, 0.10002223711537944, 0.15004139356211957]","[180.0, 120.0, 60.0]"
12.385989684455543,1389495.494373136,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.191717257958961, 1.6385753034838815, 1.3492115788900243]","[-60467.51809394412, -78916.80061078505, -58140.53872598045]","[2.0179899340178315e-05, 2.0047396692438392e-05, 1.9958804508486455e-05]","[0.9945398636314575, 1.9568263568157627, 0.6939775927905624]","[279.6188138801013, 209.09185239079298, 260.2033862887122]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[1389495.494373136, 1389495.4943731357, 1389495.4943731357]","[0.1007791968232402, 0.1315280010179751, 0.09690089787663407]","[0.2500000014139874, 0.1805617152494404, 0.19916196984109613]","[0.12037447683296024, 0.09958098492054807, 0.15004139140989634]","[180.0, 120.0, 60.0]"
12.385989684455543,1930697.7288832497,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.2040089184026006, 1.6319172588674253, 1.3390904426708632]","[-84545.51744898019, -110500.49619055897, -80941.10374067005]","[2.0178888816607732e-05, 2.0045674507571235e-05, 1.9958347019896204e-05]","[1.4096560208610924, 2.7767231361879374, 0.9687504010731846]","[278.80498810148976, 207.52308137719962, 259.23764369504]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[1930697.7288832504, 1930697.7288832492, 1930697.7288832497]","[0.1409091957483003, 0.18416749365093163, 0.1349018395677834]","[0.2500000014139874, 0.17924464270761437, 0.1979259389360406]","[0.1194964284717429, 0.0989629694680203, 0.1500413883308258]","[180.0, 120.0, 60.0]"
12.385989684455543,2682695.7952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.221488207750536, 1.6225655907839962, 1.3249961807047401]","[-118523.01052828995, -155224.02053127473, -112772.99503758666]","[2.0177446706735695e-05, 2.004322504929899e-05, 1.9957702186895285e-05]","[2.014900904577491, 3.9749468048459162, 1.3549655109416594]","[277.6576743958102, 205.3153512062137, 257.88082513878805]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[2682695.7952797273, 2682695.7952797273, 2682695.7952797264]","[0.19753835088048324, 0.2587067008854579, 0.1879549917293111]","[0.2500000014139874, 0.1773889935883015, 0.19618914287360373]","[0.11825932905886768, 0.09809457143680186, 0.1500413838739206]","[180.0, 120.0, 60.0]"
12.385989684455543,3727593.720314938,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.2465903983336597, 1.6093669215054864, 1.3053502755645334]","[-166799.66778747216, -219079.4333663107, -157305.30857420704]","[2.0175365088379432e-05, 2.003970714099708e-05, 1.9956788015538995e-05]","[2.9158447874225293, 5.76378561269218, 1.9006137066836117]","[276.03011363169765, 202.1916599763442, 255.96585426774618]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[3727593.7203149376, 3727593.7203149376, 3727593.720314938]","[0.27799944631245366, 0.36513238894385114, 0.2621755142903451]","[0.2500000014139874, 0.17475899144708712, 0.19373736698415586]","[0.11650599429805808, 0.09686868349207793, 0.1500413773145559]","[180.0, 120.0, 60.0]"
12.385989684455543,5179474.6792312125,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.2831677785840303, 1.5906007117797611, 1.2779273515603753]","[-236112.05588665, -311391.6509252763, -219798.21524070122]","[2.0172309208235482e-05, 2.0034582772550898e-05, 1.995548133131132e-05]","[4.299099304632405, 8.519383639321484, 2.677550873148375]","[273.6998132388348, 197.73697730550091, 253.24535376129148]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[5179474.679231213, 5179474.679231212, 5179474.679231212]","[0.39352009314441666, 0.5189860848754605, 0.366330358734502]","[0.2500000014139874, 0.17099867967751578, 0.19025305961792507]","[0.11399911978501052, 0.09512652980896254, 0.15004136742803098]","[180.0, 120.0, 60.0]"
12.385989684455543,7196856.730011513,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[2.3376526767334767, 1.5636047485327778, 1.2395715787702866]","[-337283.54171263176, -447448.77482218575, -307914.9076177269]","[2.016770643634605e-05, 2.0026960959129112e-05, 1.9953591928679666e-05]","[6.52654958255212, 12.969654753084859, 3.7974847505531546]","[270.3158995560531, 191.30887012799008, 249.34385703696807]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[7196856.730011513, 7196856.730011515, 7196856.730011512]","[0.5621392361877195, 0.7457479580369762, 0.5131915126962114]","[0.2500000014139874, 0.16555044623150775, 0.18525313342782346]","[0.1103669641543385, 0.09262656671391173, 0.15004135199978796]","[180.0, 120.0, 60.0]"
12.385989684455543,10000000.0,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[2.421653671550948, 1.5240097369379935, 1.18580404682751]","[-489116.1393619109, -654401.5204934644, -433112.5261411828]","[2.0160488402442546e-05, 2.0015267611813393e-05, 1.9950818475281264e-05]","[10.400475297605645, 20.707553331899753, 5.44461099076298]","[265.2919167406746, 181.8672131696229, 243.67591900283864]","[12.385989684455543, 12.385989684455543, 12.385989684455543]","[10000000.0, 9999999.999999998, 10000000.0]","[0.8151935656031848, 1.0906692008224406, 0.7218542102353046]","[0.2500000014139874, 0.1574929148865778, 0.1779799535947939]","[0.10499527659105184, 0.08898997679739695, 0.1500413266525955]","[180.0, 120.0, 60.0]"
15.341274046343907,100000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.8691649764550902, 1.4999177430203656, 1.282944372134537]","[-4304.221730978853, -5622.8181567487, -4175.937690983663]","[2.4996947411156392e-05, 2.4833335047905765e-05, 2.472135337862211e-05]","[0.06917499787429977, 0.1370951713590834, 0.0496992013010374]","[281.1202783279663, 211.44159714188228, 261.3304600009913]","[15.341274046343905, 15.341274046343905, 15.341274046343905]","[99999.99999999997, 99999.99999999994, 99999.99999999997]","[0.0071737028849647565, 0.009371363594581166, 0.006959896151639438]","[0.2500000014139874, 0.1827784712574882, 0.20066303432290797]","[0.12185231417165877, 0.10033151716145398, 0.15004147108434196]","[180.0, 120.0, 60.0]"
15.341274046343907,138949.5494373139,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.8698363037322605, 1.4995160533013085, 1.282317090669109]","[-5983.656837641252, -7817.653298817637, -5803.327423836734]","[2.499684882200408e-05, 2.4833165865061517e-05, 2.47213082327982e-05]","[0.09626991157114581, 0.19081137180714364, 0.06908192644238638]","[281.05486540758454, 211.3150418267422, 261.2529764273511]","[15.341274046343905, 15.341274046343905, 15.341274046343905]","[138949.54943731392, 138949.5494373138, 138949.54943731386]","[0.009972761396068754, 0.013029422164696061, 0.009672212373061222]","[0.2500000014139874, 0.1826722197536589, 0.20056365738427812]","[0.12178147983577262, 0.10028182869213906, 0.15004147086807937]","[180.0, 120.0, 60.0]"
15.341274046343907,193069.77288832495,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.8707707185533033, 1.498957324241762, 1.2814452697760053]","[-8319.993344690603, -10871.830798912893, -8065.40053579895]","[2.4996711537381196e-05, 2.483293035806981e-05, 2.472124543674717e-05]","[0.1340603419179103, 0.26574819041946807, 0.09603761405307154]","[280.963865594194, 211.13901701931422, 261.1452264928296]","[15.341274046343909, 15.341274046343909, 15.341274046343909]","[193069.77288832492, 193069.77288832504, 193069.77288832498]","[0.01386665557448434, 0.018119717998188158, 0.013442334226331582]","[0.2500000014139874, 0.18252441690382964, 0.20042545935173742]","[0.1216829446025531, 0.10021272967586871, 0.15004147056669281]","[180.0, 120.0, 60.0]"
15.341274046343907,268269.57952797273,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.8720722023386944, 1.4981798424732022, 1.2802334600617693]","[-11571.692240009103, -15124.252398103532, -11210.133216916438]","[2.4996520207911825e-05, 2.4832602292339895e-05, 2.4721158053951226e-05]","[0.1868463495241771, 0.37045243262072997, 0.13353793370700423]","[280.8372108088391, 210.89408898389593, 260.99534034599134]","[15.341274046343909, 15.341274046343909, 15.341274046343909]","[268269.57952797273, 268269.5795279726, 268269.57952797273]","[0.019286153733348504, 0.025207087330172552, 0.0186835553615274]","[0.2500000014139874, 0.1823187222128903, 0.2002332127268849]","[0.12154581480859356, 0.10011660636344245, 0.1500414701461895]","[180.0, 120.0, 60.0]"
15.341274046343907,372759.3720314938,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.8738866641153655, 1.497097340306154, 1.2785488445670878]","[-16100.345024478454, -21049.785121318302, -15582.811348923045]","[2.4996253242684922e-05, 2.4832144835930432e-05, 2.472103638812092e-05]","[0.2607309867587593, 0.5170682219256639, 0.1857328267386406]","[280.66081513705376, 210.55309869298893, 260.78674859253897]","[15.341274046343905, 15.341274046343905, 15.341274046343905]","[372759.3720314938, 372759.3720314939, 372759.37203149387]","[0.026833908374130758, 0.03508297520219717, 0.025971352248205074]","[0.2500000014139874, 0.18203228311884653, 0.19996565858828294]","[0.12135485541256436, 0.09998282929414147, 0.15004146955854336]","[180.0, 120.0, 60.0]"
15.341274046343907,517947.46792312124,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.8764196371745916, 1.495588936976693, 1.2762065034766539]","[-22413.202820981034, -29316.017663310904, -21664.618992185522]","[2.4995880125505693e-05, 2.4831506070054108e-05, 2.4720866853455974e-05]","[0.36444741004883985, 0.7229989899668299, 0.2584293488571182]","[280.4149179190412, 210.07800461622608, 260.49627969091534]","[15.341274046343909, 15.341274046343909, 15.341274046343909]","[517947.4679231213, 517947.4679231213, 517947.46792312135]","[0.037355338034968384, 0.04886002943885151, 0.0361076983203092]","[0.2500000014139874, 0.18163305798465487, 0.19959306237739072]","[0.12108870532310326, 0.09979653118869536, 0.15004146873546662]","[180.0, 120.0, 60.0]"
15.341274046343907,719685.6730011514,"[39053.54353846154, 26035.69569230769, 13017.847846153845]","[1.8799622052089338, 1.4934846779073045, 1.2729487652758693]","[-31224.588510119367, -40865.84731439271, -30126.918295582684]","[2.4995357436895485e-05, 2.483061239852813e-05, 2.472063035247939e-05]","[0.5106342150754141, 1.0134790118322246, 0.3597764744815979]","[280.0716919022785, 209.41535246173868, 260.09144717843367]","[15.341274046343905, 15.341274046343905, 15.341274046343905]","[719685.6730011513, 719685.6730011518, 719685.6730011513]","[0.05204098085019895, 0.06810974552398785, 0.0502115304926378]","[0.2500000014139874, 0.1810759598757343, 0.19907372656405442]","[0.12071730658382285, 0.09953686328202721, 0.15004146757900375]","[180.0, 120.0, 60.0]"
15.341274046343907,1000000.0,"[39053.54353846154, 26035.695692307694, 13017.847846153847]","[1.8849297228994915, 1.4905444654033642, 1.26841616886013]","[-43545.92061742551, -57039.759317294185, -41907.98675320923]","[2.4994622821602087e-05, 2.4829358682459285e-05, 2.4720299918540422e-05]","[0.7178687828957475, 1.425687778855792, 0.5012558139653112]","[279.5917398372749, 208.48969433240694, 259.526543489517]","[15.341274046343905, 15.341274046343905, 15.341274046343905]","[1000000.0, 1000000.0000000001, 999999.9999999999]","[0.07257653436237585, 0.09506626552882363, 0.06984664458868207]","[0.2500000014139874, 0.18029722477611296, 0.19834896447678269]","[0.12019814985074197, 0.09917448223839134, 0.1500414659469362]","[180.0, 120.0, 60.0]"
